site,extra,pair,detector_date,ncalls,qual,date,ANPA,EPFU,MYEV,MYTH,LANO,LACI,MYCA,LABL,PAHE,MYLU,MYVO,TABR,MYYU,COTO,EUPE,TOTA,Hab05km,Hab10km,Hab15km,Hab20km,Hab25km,Hab30km,Hab35km,Hab40km,Hab45km,Hab50km,Hab55km,Hab60km,bug_count,min_temp,mean_temp
CLAMR,0,0,SM3_20120627,55,1.795181818,20120627,0,2,0,0,0,0,0,0,0,0,0,1,3,0,0,6,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,12.7,20.01300813
CLAMR,0,0,SM3_20120628,32,2.825555556,20120628,0,7,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,15.8,20.43739837
CLAMR,0,0,SM3_20120629,10,1.337333333,20120629,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,4,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,16.3,21.61138211
FOGAR,0,0,SM3_20120630,61,1.903490259,20120630,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.38,0.61,0.63,0.66,0.68,0.66,0.65,0.63,0.62,0.61,0.61,0.61,,17.8,22.27479675
FOGAR,0,0,SM3_20120701,22,0.5625,20120701,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.38,0.61,0.63,0.66,0.68,0.66,0.65,0.63,0.62,0.61,0.61,0.61,,18.8,21.58387097
FOGAR,0,0,SM3_20120702,28,1.399714286,20120702,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0.38,0.61,0.63,0.66,0.68,0.66,0.65,0.63,0.62,0.61,0.61,0.61,,12.7,17.99112903
FOGAR,0,0,SM3_20120703,8,0.29375,20120703,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.38,0.61,0.63,0.66,0.68,0.66,0.65,0.63,0.62,0.61,0.61,0.61,,14.1,19.81451613
NCTBR,0,0,SM3_20120704,11,0.638333333,20120704,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0.17,0.34,0.38,0.43,0.47,0.49,0.49,0.5,0.52,0.55,0.57,0.6,,18.6,22.93145161
NCTBR,0,0,SM3_20120705,135,4.475629386,20120705,8,4,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0.17,0.34,0.38,0.43,0.47,0.49,0.49,0.5,0.52,0.55,0.57,0.6,,17.9,20.83145161
NCTBR,0,0,SM3_20120707,90,3.631028246,20120707,4,1,0,0,0,0,2,0,0,0,0,1,3,0,0,11,0.17,0.34,0.38,0.43,0.47,0.49,0.49,0.5,0.52,0.55,0.57,0.6,,18.3,22.6368
NCTBR,0,0,SM3_20120708,199,4.646247573,20120708,7,3,0,0,0,0,0,0,0,1,0,0,6,0,0,17,0.17,0.34,0.38,0.43,0.47,0.49,0.49,0.5,0.52,0.55,0.57,0.6,,13.8,19.4608
NCTBR,0,0,SM3_20120709,160,4.033287156,20120709,4,4,0,0,1,0,1,0,0,0,0,0,3,0,0,13,0.17,0.34,0.38,0.43,0.47,0.49,0.49,0.5,0.52,0.55,0.57,0.6,,17,19.9224
NCTBR,0,0,SM3_20120710,108,3.710614081,20120710,2,2,0,0,0,2,0,0,0,0,0,0,5,0,0,11,0.17,0.34,0.38,0.43,0.47,0.49,0.49,0.5,0.52,0.55,0.57,0.6,,14.8,21.4952
JPHRP,0,1,SM3_20120711,775,22.55609013,20120711,1,12,0,0,4,0,3,4,6,2,0,0,45,0,0,77,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,,16,24.6384
JPHRP,0,1,SM3_20120712,434,16.98550584,20120712,2,2,0,0,1,0,8,0,4,1,0,0,41,0,0,59,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,,18.9,23.13412698
JPHRP,0,1,SM3_20120713,986,29.94805843,20120713,3,0,0,0,0,0,4,2,2,7,0,2,86,0,0,106,0.56,0.59,0.56,0.55,0.54,0.54,0.54,0.57,0.6,0.63,0.65,0.67,,18.1,21.64365079
HOCRP,0,1,SM3_20120714,446,10.92743657,20120714,1,16,0,0,0,0,1,3,3,0,0,0,12,0,0,36,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,,15.3,20.47619048
HOCRP,0,1,SM3_20120715,265,9.03416181,20120715,5,5,1,0,0,1,0,2,2,2,0,1,8,1,0,28,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,,15.3,19.90873016
HOCRP,0,1,SM3_20120716,193,8.411622126,20120716,4,5,0,0,0,0,0,2,2,0,0,6,6,1,0,26,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,,17.8,20.86614173
HOCRP,0,1,SM3_20120717,250,8.860667199,20120717,4,6,0,0,3,0,1,2,0,1,0,3,10,1,0,31,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,,11.3,16.52204724
CLAMX,1,0,SM3_20120718,85,3.845845863,20120718,0,5,0,0,2,0,0,1,0,0,0,1,3,0,0,12,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,18.4,22.32677165
CLAMX,1,0,SM3_20120719,164,4.828889005,20120719,0,6,0,0,0,0,1,0,0,1,0,1,8,0,0,17,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,15.1,21.1976378
CLAMX,1,0,SM3_20120720,67,3.19002381,20120720,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,17.4,25.125
HYDER,0,0,SM4_20120609,460,16.29059634,20120609,0,26,0,0,0,1,0,1,1,0,4,5,9,0,0,47,0.58,0.51,0.52,0.49,0.48,0.47,0.48,0.47,0.46,0.46,0.46,0.47,,19.8,25.28225806
HYDER,0,0,SM4_20120610,144,3.327213935,20120610,1,0,0,0,0,1,2,2,0,1,0,1,4,0,0,12,0.58,0.51,0.52,0.49,0.48,0.47,0.48,0.47,0.46,0.46,0.46,0.47,,11.2,18.40241935
HYDER,0,0,SM4_20120611,206,7.427726191,20120611,0,0,0,0,0,1,1,1,1,2,0,7,10,0,0,23,0.58,0.51,0.52,0.49,0.48,0.47,0.48,0.47,0.46,0.46,0.46,0.47,,12.5,18.57479675
HYDER,0,0,SM4_20120612,559,22.39213449,20120612,0,5,0,0,3,2,2,0,0,4,1,32,12,0,0,61,0.58,0.51,0.52,0.49,0.48,0.47,0.48,0.47,0.46,0.46,0.46,0.47,,14,19.71707317
GRACR,0,0,SM4_20120613,13,1.255714286,20120613,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,4,0.91,0.85,0.77,0.76,0.72,0.71,0.72,0.73,0.74,0.73,0.72,0.72,,13.5,18.53495935
GRACR,0,0,SM4_20120614,51,2.919037878,20120614,0,1,0,0,0,0,0,0,0,0,0,2,3,0,1,7,0.91,0.85,0.77,0.76,0.72,0.71,0.72,0.73,0.74,0.73,0.72,0.72,,11.3,18.13170732
GRACR,0,0,SM4_20120615,107,3.727368572,20120615,0,0,0,0,1,1,0,0,0,0,0,4,4,0,0,10,0.91,0.85,0.77,0.76,0.72,0.71,0.72,0.73,0.74,0.73,0.72,0.72,,12.7,18.8504065
FNSUP,0,1,SM4_20120616,724,34.35909233,20120616,1,4,0,0,6,1,4,0,1,0,1,31,41,0,0,90,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,,16.5,23.85934959
FNSUP,0,1,SM4_20120617,2867,84.36477176,20120617,3,27,0,0,71,4,2,0,1,1,2,95,21,0,0,227,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,,16.1,20.83170732
FNSUP,0,1,SM4_20120618,2325,53.1069672,20120618,0,15,0,0,31,2,1,2,1,0,1,63,25,0,0,141,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,,12,17.33739837
FNSUP,0,1,SM4_20120619,766,33.3371425,20120619,0,3,0,0,4,1,2,2,0,2,0,32,41,0,0,87,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,,12.5,19.4097561
BECKP,0,1,SM4_20120620,619,20.26841927,20120620,0,6,0,0,4,0,0,3,20,0,3,10,10,0,0,56,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,,16.1,22.40569106
BECKP,0,1,SM4_20120621,310,16.65722553,20120621,0,5,0,0,2,2,0,0,2,0,2,24,7,0,0,44,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,,11.5,17.04878049
BECKP,0,1,SM4_20120622,1230,41.03871122,20120622,0,20,1,0,18,1,0,0,12,0,0,50,11,0,0,113,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,,11.7,18.03333333
HOCRP,0,1,SM4_20120623,415,26.89039084,20120623,0,9,1,0,2,0,1,7,4,1,2,7,45,0,0,79,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,,6.2,13.87154472
HOCRP,0,1,SM4_20120624,42,1.619516129,20120624,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,5,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,,6.9,13.63414634
HOCRP,0,1,SM4_20120625,51,5.03560606,20120625,0,9,0,0,0,1,0,0,0,0,1,1,0,0,0,12,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,,7,14.46747967
CLAMP,0,1,SM4_20120626,9,2.01,20120626,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,11.7,19.20406504
CLAMP,0,1,SM4_20120627,190,19.01271429,20120627,1,13,1,0,10,0,2,1,1,0,2,7,3,0,0,41,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,11.3,18.19756098
CLAMP,0,1,SM4_20120628,82,6.458857143,20120628,0,5,0,0,0,1,1,0,1,0,0,6,2,0,0,16,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,14.3,18.80650407
CLAMP,0,1,SM4_20120629,30,4.5995,20120629,0,2,0,0,1,0,0,1,1,0,0,6,1,0,0,12,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,14.8,20.0804878
HYDER,0,0,SM4_20120630,141,6.090709686,20120630,0,1,1,0,0,0,1,0,0,5,1,7,0,0,0,16,0.58,0.51,0.52,0.49,0.48,0.47,0.48,0.47,0.46,0.46,0.46,0.47,,17.3,21.28373984
HYDER,0,0,SM4_20120701,113,4.975603175,20120701,0,1,0,0,1,0,1,0,0,1,0,7,3,0,0,14,0.58,0.51,0.52,0.49,0.48,0.47,0.48,0.47,0.46,0.46,0.46,0.47,,17.3,20.68145161
HYDER,0,0,SM4_20120702,46,3.393460318,20120702,0,0,0,0,0,0,0,0,3,0,2,2,1,1,0,9,0.58,0.51,0.52,0.49,0.48,0.47,0.48,0.47,0.46,0.46,0.46,0.47,,11.5,16.81693548
HYDER,0,0,SM4_20120703,91,3.812444444,20120703,0,0,0,0,0,0,0,0,1,1,8,0,3,0,0,13,0.58,0.51,0.52,0.49,0.48,0.47,0.48,0.47,0.46,0.46,0.46,0.47,,13,17.65080645
PIKAR,0,0,SM4_20120704,22,1.353888889,20120704,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,4,0.27,0.2,0.28,0.36,0.42,0.48,0.49,0.52,0.54,0.56,0.58,0.6,,16,20.21854839
PIKAR,0,0,SM4_20120705,7,0.6725,20120705,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0.27,0.2,0.28,0.36,0.42,0.48,0.49,0.52,0.54,0.56,0.58,0.6,,15.8,18.83225806
PIKAR,0,0,SM4_20120706,28,1.124017857,20120706,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,4,0.27,0.2,0.28,0.36,0.42,0.48,0.49,0.52,0.54,0.56,0.58,0.6,,11.8,18.35806452
BECKP,0,1,SM4_20120707,106,8.536307332,20120707,0,2,0,0,0,0,0,0,4,1,0,11,3,0,0,21,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,,17.3,22.316
BECKP,0,1,SM4_20120708,289,21.85031842,20120708,0,1,0,0,0,0,0,0,58,0,0,2,3,0,0,64,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,,14.3,20.356
BECKP,0,1,SM4_20120709,346,21.23246829,20120709,0,2,1,0,0,0,0,5,44,0,0,4,6,0,0,62,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,,16.5,20.6648
BECKP,0,1,SM4_20120710,25,1.6275,20120710,0,1,0,0,0,0,0,1,0,0,0,1,2,0,0,5,0.02,0.02,0.08,0.19,0.27,0.3,0.32,0.34,0.4,0.45,0.51,0.55,,16,22.6528
JPBDR,0,0,SM4_20120711,61,1.824179894,20120711,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,6,0,0.1,0.24,0.32,0.36,0.38,0.41,0.43,0.45,0.5,0.54,0.58,,14.1,22.7704
JPBDR,0,0,SM4_20120712,35,1.251111111,20120712,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,4,0,0.1,0.24,0.32,0.36,0.38,0.41,0.43,0.45,0.5,0.54,0.58,,17.3,20.53968254
JPBDR,0,0,SM4_20120713,15,1.262666667,20120713,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,4,0,0.1,0.24,0.32,0.36,0.38,0.41,0.43,0.45,0.5,0.54,0.58,,15.6,18.70555556
COLAR,0,0,SM4_20120714,2,0.33,20120714,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.5,0.59,0.69,0.73,0.73,0.74,0.76,0.78,0.79,0.8,0.81,0.81,,14.1,18.51587302
COLAR,0,0,SM4_20120715,14,0.671111111,20120715,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.5,0.59,0.69,0.73,0.73,0.74,0.76,0.78,0.79,0.8,0.81,0.81,,13.8,17.94285714
COLAR,0,0,SM4_20120716,3,0.516666667,20120716,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5,0.59,0.69,0.73,0.73,0.74,0.76,0.78,0.79,0.8,0.81,0.81,,16.1,19.26850394
COLAR,0,0,SM4_20120717,13,0.869166667,20120717,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.5,0.59,0.69,0.73,0.73,0.74,0.76,0.78,0.79,0.8,0.81,0.81,,9.4,13.90472441
CLAMX,1,0,SM4_20120718,151,6.897199675,20120718,0,4,0,0,1,0,2,1,1,0,0,2,10,0,0,21,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,15.8,19.56220472
CLAMX,1,0,SM4_20120719,236,10.59789071,20120719,0,4,1,0,0,0,3,2,3,0,0,2,20,0,0,35,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,13.2,18.6488189
CLAMX,1,0,SM4_20120720,792,21.31699307,20120720,0,8,2,0,1,0,9,0,0,2,1,0,54,0,0,77,0.18,0.25,0.23,0.26,0.3,0.33,0.39,0.46,0.52,0.57,0.62,0.64,,15.5,22.56328125
NCTCR,0,0,SM5_20120609,7,1.608333333,20120609,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0.09,0.25,0.31,0.34,0.39,0.45,0.49,0.53,0.56,0.59,0.61,,21.6,27.01129032
NCTCR,0,0,SM5_20120610,13,0.708333333,20120610,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0.09,0.25,0.31,0.34,0.39,0.45,0.49,0.53,0.56,0.59,0.61,,12.5,20.92903226
NCTCR,0,0,SM5_20120611,17,1.703571428,20120611,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,4,0,0.09,0.25,0.31,0.34,0.39,0.45,0.49,0.53,0.56,0.59,0.61,,14.3,22.15447154
GRYOR,0,0,SM5_20120613,11,2.446666667,20120613,0,1,0,0,0,1,0,0,0,0,0,2,1,0,0,5,0.48,0.46,0.49,0.47,0.45,0.45,0.46,0.5,0.53,0.56,0.58,0.6,,12.5,20.43252033
GRYOR,0,0,SM5_20120614,18,2.019,20120614,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,0.48,0.46,0.49,0.47,0.45,0.45,0.46,0.5,0.53,0.56,0.58,0.6,,12.3,20.26097561
GRYOR,0,0,SM5_20120615,2,0.365,20120615,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.48,0.46,0.49,0.47,0.45,0.45,0.46,0.5,0.53,0.56,0.58,0.6,,14.6,22.01544715
FNSUR,0,0,SM5_20120616,76,6.099917748,20120616,0,1,0,0,0,0,1,0,1,0,0,5,9,0,0,17,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,,18.1,25.76341463
FNSUR,0,0,SM5_20120617,103,12.49347024,20120617,0,4,0,0,13,0,0,0,0,1,0,10,2,0,0,30,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,,18.3,22.67723577
FNSUR,0,0,SM5_20120618,93,6.759946428,20120618,0,0,0,0,2,0,0,0,0,0,0,9,8,0,0,19,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,,13.6,18.82195122
FNSUR,0,0,SM5_20120619,48,2.71936508,20120619,0,0,0,0,1,0,2,0,0,0,0,2,3,0,0,8,0.04,0.03,0.04,0.06,0.11,0.18,0.25,0.34,0.41,0.47,0.51,0.54,,14,21.00813008
SMMIP,0,1,SM5_20120620,574,21.11407542,20120620,0,45,0,0,7,0,0,0,1,0,0,2,1,1,0,57,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,16,22.97154472
SMMIP,0,1,SM5_20120621,198,8.797440182,20120621,0,16,0,0,0,0,0,0,0,1,0,6,2,0,0,25,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,12.7,18.22357724
SMMIP,0,1,SM5_20120622,173,8.031713317,20120622,1,12,0,0,2,1,0,0,0,0,0,4,1,0,0,21,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,13.2,19.2796748
HOCRR,0,0,SM5_20120623,6,0.72,20120623,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,,8.7,16.32682927
HOCRR,0,0,SM5_20120624,1,0.2,20120624,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,,9.2,15.79674797
HOCRR,0,0,SM5_20120625,13,2.368333333,20120625,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,,9.4,16.88943089
COHOR,0,0,SM5_20120626,22,2.288666667,20120626,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,5,,,,,,,,,,,,,,15.1,22.16666667
COHOR,0,0,SM5_20120627,47,3.841287879,20120627,0,4,0,0,0,0,0,0,0,0,0,3,2,0,0,9,,,,,,,,,,,,,,14.3,22.74634146
COHOR,0,0,SM5_20120628,606,39.47834155,20120628,0,22,0,0,27,2,0,0,0,0,0,51,0,0,0,102,,,,,,,,,,,,,,16.5,21.37886179
COHOR,0,0,SM5_20120629,90,8.054618508,20120629,0,1,0,0,5,0,0,0,0,0,0,10,3,0,0,19,,,,,,,,,,,,,,17.9,22.93089431
COWAR,0,0,SM5_20120630,14,2.2625,20120630,0,0,0,0,0,0,0,0,2,0,0,3,1,0,0,6,0.48,0.43,0.5,0.48,0.46,0.46,0.48,0.52,0.56,0.58,0.6,0.61,,21.9,25.27479675
COWAR,0,0,SM5_20120701,8,1.6775,20120701,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0.48,0.43,0.5,0.48,0.46,0.46,0.48,0.52,0.56,0.58,0.6,0.61,,20.9,24.43225806
COWAR,0,0,SM5_20120702,24,3.968238096,20120702,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,10,0.48,0.43,0.5,0.48,0.46,0.46,0.48,0.52,0.56,0.58,0.6,0.61,,14.5,20.01451613
COWAR,0,0,SM5_20120703,29,2.991619047,20120703,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,8,0.48,0.43,0.5,0.48,0.46,0.46,0.48,0.52,0.56,0.58,0.6,0.61,,15.3,20.75967742
PIKAP,0,1,SM5_20120704,8,1.331,20120704,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0.27,0.2,0.28,0.36,0.42,0.48,0.49,0.52,0.54,0.56,0.58,0.6,,18.4,22.88467742
PIKAP,0,1,SM5_20120705,2,0.47,20120705,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0.27,0.2,0.28,0.36,0.42,0.48,0.49,0.52,0.54,0.56,0.58,0.6,,17.9,21.27177419
PIKAP,0,1,SM5_20120706,7,0.347142857,20120706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.27,0.2,0.28,0.36,0.42,0.48,0.49,0.52,0.54,0.56,0.58,0.6,,14.3,20.60806452
GRRUR,0,0,SM5_20120707,44,2.9205,20120707,0,1,0,0,0,0,2,0,1,0,0,3,2,0,0,9,0,0.06,0.13,0.19,0.24,0.3,0.34,0.39,0.45,0.49,0.52,0.55,,18.1,22.6232
GRRUR,0,0,SM5_20120708,43,1.973285714,20120708,0,0,0,0,0,0,0,0,0,1,0,2,4,0,0,7,0,0.06,0.13,0.19,0.24,0.3,0.34,0.39,0.45,0.49,0.52,0.55,,12.8,20.2096
GRRUR,0,0,SM5_20120709,46,6.162583334,20120709,0,3,0,0,0,1,1,0,1,0,0,7,1,0,0,14,0,0.06,0.13,0.19,0.24,0.3,0.34,0.39,0.45,0.49,0.52,0.55,,16.6,20.5304
GRRUR,0,0,SM5_20120710,42,4.164831169,20120710,0,0,0,0,3,0,0,0,0,0,0,5,2,0,0,10,0,0.06,0.13,0.19,0.24,0.3,0.34,0.39,0.45,0.49,0.52,0.55,,14.6,22.54
SMMIP,0,1,SM5_20120711,1352,54.30813488,20120711,0,128,0,0,4,0,0,0,0,0,0,7,3,0,1,143,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,17.8,25.1704
SMMIP,0,1,SM5_20120712,1871,74.48112119,20120712,0,175,0,0,14,0,0,1,0,0,0,2,6,1,0,199,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,19.4,23.48968254
SMMIP,0,1,SM5_20120713,779,21.93321254,20120713,1,56,0,0,3,0,0,0,0,0,0,2,2,0,0,64,0.77,0.77,0.67,0.61,0.6,0.64,0.67,0.69,0.71,0.74,0.75,0.77,,18.1,21.83253968
HOCRR,0,0,SM5_20120714,33,3.144523809,20120714,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,10,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,,15.6,21.2
HOCRR,0,0,SM5_20120715,22,2.713333334,20120715,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,,16.3,20.45793651
HOCRR,0,0,SM5_20120716,39,3.832142857,20120716,0,0,0,0,0,1,0,0,0,0,0,3,7,0,0,11,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,,18.6,21.57007874
HOCRR,0,0,SM5_20120717,24,2.2425,20120717,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,0,0.32,0.41,0.46,0.53,0.58,0.62,0.65,0.67,0.68,0.7,0.71,,12.5,17.6984252
COHOR,0,0,SM5_20120718,145,11.39130952,20120718,0,3,0,0,2,0,0,0,0,0,0,25,0,0,0,30,,,,,,,,,,,,,,18.3,21.99527559
COHOR,0,0,SM5_20120719,70,6.614638889,20120719,0,5,0,0,0,0,1,0,0,0,0,6,4,0,0,16,,,,,,,,,,,,,,17.4,21.58346457
COHOR,0,0,SM5_20120720,47,6.127662337,20120720,0,8,0,0,1,0,0,0,0,0,0,3,1,0,0,13,,,,,,,,,,,,,,18.8,25.803125
NCTBR,0,0,SM6_20120609,104,6.224277056,20120609,3,12,1,0,0,0,0,0,1,0,1,0,0,1,0,19,0.17,0.34,0.38,0.43,0.47,0.49,0.49,0.5,0.52,0.55,0.57,0.6,,22.7,27.17903226
NCTBR,0,0,SM6_20120610,146,5.704690476,20120610,3,6,0,0,0,0,0,2,1,0,2,1,3,1,0,19,0.17,0.34,0.38,0.43,0.47,0.49,0.49,0.5,0.52,0.55,0.57,0.6,,11.8,19.76854839
NCTBR,0,0,SM6_20120611,98,5.467815851,20120611,1,8,0,0,0,0,0,0,0,0,0,4,2,1,0,16,0.17,0.34,0.38,0.43,0.47,0.49,0.49,0.5,0.52,0.55,0.57,0.6,,14.1,20.86747967
NCTBR,0,0,SM6_20120612,317,20.74419975,20120612,4,18,3,0,4,0,0,0,0,0,0,20,3,2,0,54,0.17,0.34,0.38,0.43,0.47,0.49,0.49,0.5,0.52,0.55,0.57,0.6,,14.5,22.78780488
PIKAR,0,0,SM6_20120613,68,1.856041666,20120613,2,0,2,0,0,0,0,0,0,0,0,3,0,0,0,7,0.27,0.2,0.28,0.36,0.42,0.48,0.49,0.52,0.54,0.56,0.58,0.6,,13.2,20.71300813
PIKAR,0,0,SM6_20120614,78,4.118075758,20120614,1,1,0,0,0,1,0,0,0,0,0,6,2,0,0,11,0.27,0.2,0.28,0.36,0.42,0.48,0.49,0.52,0.54,0.56,0.58,0.6,,12.2,19.42601626
PIKAR,0,0,SM6_20120615,123,4.610648352,20120615,0,4,0,0,0,1,0,1,0,0,1,3,3,1,0,14,0.27,0.2,0.28,0.36,0.42,0.48,0.49,0.52,0.54,0.56,0.58,0.6,,14.6,21.59837398
JPBDR,0,0,SM6_20120616,103,2.798794818,20120616,0,0,0,0,1,0,1,0,1,0,0,0,3,0,2,8,0,0.1,0.24,0.32,0.36,0.38,0.41,0.43,0.45,0.5,0.54,0.58,,17.4,25.31707317
JPBDR,0,0,SM6_20120617,142,5.674114462,20120617,0,1,0,0,0,1,1,2,0,1,0,6,5,0,0,17,0,0.1,0.24,0.32,0.36,0.38,0.41,0.43,0.45,0.5,0.54,0.58,,17.3,21.75284553
JPBDR,0,0,SM6_20120618,10,2.341,20120618,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,5,0,0.1,0.24,0.32,0.36,0.38,0.41,0.43,0.45,0.5,0.54,0.58,,13.5,18.77073171
JPBDR,0,0,SM6_20120619,646,14.74816983,20120619,0,9,0,0,3,0,1,0,0,0,0,17,12,0,0,42,0,0.1,0.24,0.32,0.36,0.38,0.41,0.43,0.45,0.5,0.54,0.58,,13,19.94796748
